show,year,summary,rating,votes,run_time,actors,director
Warrior Nun,2020,"In shock over the contents of the tomb, Ava no longer knows what - or who - to believe as she tries to divine the true history of the halo.",8.1,885,42,"Alba Baptista, Toya Turner, Thekla Reuten, Lorena Andrea",Simon Barry
Wir sind die Welle,2019,"Obedient high school-er Lea is drawn to smart, confident new student Tristan and his rebellious defense of misfits, but is unaware of his double life.",6.7,148,48,"Ludwig Simon, Luise Befort, Michelle Barthel, Mohamed Issa",Anca Miruna Lazarescu
Wir sind die Welle,2019,"Tristan defends his friends when the school's neo-Nazi contingent attacks them during a weekend hangout, while Lea breaks away from her former circle.",6.5,114,45,"Ludwig Simon, Luise Befort, Michelle Barthel, Mohamed Issa",Anca Miruna Lazarescu
Wir sind die Welle,2019,"After their protests go viral on social media, Lea pressures Tristan to allow more members into the Wave, but the movement escalates uncontrollably.",6.5,97,49,"Ludwig Simon, Luise Befort, Michelle Barthel, Mohamed Issa",Mark Monheim
Workin' Moms,2017,"Frankie makes a bold move that Bianca might not be ready for. Lionel takes his daughter to work, and Kate clashes with Mike over a client.",7.2,79,,"Catherine Reitman, Dani Kind, Juno Rinaldi, Ryan Belleville",Philip Sternberg
Workin' Moms,2017,"A repentant Alice earns back her internship at Kate Foster PR, and Jenny makes an unsettling discovery. Frankie grows suspicious of Sean.",7.7,73,,"Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim",Philip Sternberg
Workin' Moms,2017,"While Nathan and Kate navigate their new living arrangement, Frankie and Juniper investigate Sean. A furtive search puts Anne's book in jeopardy.,",7.5,71,,"Catherine Reitman, Dani Kind, Juno Rinaldi, Ryan Belleville",Joyce Wong
Workin' Moms,2017,"As a frantic Kate searches for Charlie, Frankie seizes her chance for revenge. Anne and Lionel make a pivotal decision, and Jenny wins big at work.",7.8,86,,"Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim",Joyce Wong
Workin' Moms,2017,"Kate confronts Mike, handles a crisis, then hosts a dinner party. Anne pushes through writer's block, and Jenny makes a pay for equal pay.",7.6,72,,"Catherine Reitman, Dani Kind, Jessalyn Wanlim, Ryan Belleville",Philip Sternberg
Workin' Moms,2017,"Kate faces her friends - and their judgement - in the wake of a big decision. With Alice in ""activity jail"", Anne pitches a parenting book.",7.2,90,,"Catherine Reitman, Dani Kind, Juno Rinaldi, Ryan Belleville",Catherine Reitman
Workin' Moms,2017,"A lice outbreak at camp adds an awkward layer to Kate's ""40 under 40"" interview. Alice opens up to Anne, and Frankie hawks a house with a morbid past.",7.5,72,,"Catherine Reitman, Dani Kind, Juno Rinaldi, Ryan Belleville",Joyce Wong
Workin' Moms,2017,Kate balances work and motherhood while Jenny battles backlash at the office. Bianca and Frankie get shocking news at the bank.,7.8,69,,"Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim",Joyce Wong
Yankee,2019,"Real estate agent and drug smuggler Malcolm gets into trouble after an altercation at his house and must flee Arizona, crossing into Mexico.",5.7,23,44,"Pablo Lyle, Ana Layevska, Pamela Almanza, Sebastián Ferrat","Carlos Carrera, Max Zunino"
Yasuke,2021,"When her young daughter is stricken by a mysterious malady, Ichika asks Yasuke to bring them upriver to a special doctor, but Yasuke refuses.",7.0,211,30,"LaKeith Stanfield, Takehiro Hira, Maya Tanida, Gwendoline Yeo","Lesean Thomas, Takeru Satoh"
Yasuke,2021,"Back in 1581, Yasuke and Natsumaru have become trusted warriors serving Nobunaga. In the present day, the mercenaries catch up to Yasuke and attack.",7.0,170,28,"LaKeith Stanfield, Takehiro Hira, Maya Tanida, Gwendoline Yeo",Lesean Thomas
Yasuke,2021,"Abraham send Haruto and Nikita to find Saki, who uses her growing powers to fight back. Under torture, Yasuke has a flashback to a betrayal.",6.8,146,29,"LaKeith Stanfield, Takehiro Hira, Maya Tanida, Ming-Na Wen",Lesean Thomas
Yasuke,2021,"Back in the village, Saki asks Yasuke to bring her to Doctor Marisuke - and she won't take no for an answer. But there are new enemies in pursuit.",6.8,138,29,"LaKeith Stanfield, Maya Tanida, Emily Woo Zeller, Noshir Dalal",Lesean Thomas
Yasuke,2021,"While Morisuke protects Saki from the Daimyo's attack on the Astral Plane, Yasuke confronts the masked Dark General, who reveals their true identity.",6.6,137,28,"LaKeith Stanfield, Maya Tanida, Noshir Dalal, Paul Nakauchi",Lesean Thomas
Yasuke,2021,"While Morisuke and his men create a protective shield around the temple, Yasuke and Saki face off with the Daimyo in Azuchi Castle.",6.4,133,30,"LaKeith Stanfield, Takehiro Hira, Maya Tanida, Ming-Na Wen",Lesean Thomas
Young Wallander,2020,"Rookie cop Kurt Wallander stumbles into a hate crime in his own neighborhood. As he hunts the killer, the incident fuels anti-immigration anger.",7.3,398,,"Adam Pålsson, Leanne Best, Richard Dillane, Ellise Chappell",Ole Endresen
Young Wallander,2020,"Promoted to detective over his best friend, Reza, Kurt joins Hemberg on the case. Clues lead them to a notorious smuggler and a popular nightclub.",7.2,330,,"Adam Pålsson, Leanne Best, Richard Dillane, Ellise Chappell",Ole Endresen
Young Wallander,2020,"Kurt interviews illegal immigrants enrolled in a program funded by Gustav Munck, and soon finds a link between a pregnant refugee and the killer.",7.5,321,,"Adam Pålsson, Leanne Best, Richard Dillane, Ellise Chappell",Ole Endresen
Young Wallander,2020,Hemberg orders Kurt to take some time off after the assassination of their chief suspect. The public considers the case closed but Kurt keeps probing.,7.4,297,,"Adam Pålsson, Leanne Best, Richard Dillane, Ellise Chappell",Jens Jonsson
Young Wallander,2020,"Suspicious of Gustav's ties to the case, Kurt jeopardizes his romance with Mona by confronting the billionaire at a black-tie, Munck family affair.",7.5,292,,"Adam Pålsson, Leanne Best, Richard Dillane, Ellise Chappell",Jens Jonsson
Young Wallander,2020,"Kurt, Rask and Hemberg try to connect their new suspect to a shipment of plastic explosive - and determine where and when the bomb will go off.",7.2,294,,"Adam Pålsson, Leanne Best, Richard Dillane, Ellise Chappell",Jens Jonsson
Young Wallander,2020,,,,,"Adam Pålsson, Tomiwa Edun, Yasen Atour, Lisa Hammond",
Zero,2021,"Omar has dreams of leaving the barrio and making a life with his drawing. After spending an evening with Anna, Omar swears to not be held back by fear & petty excuses.",6.6,52,27,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon",Paola Randi
Zero,2021,"After the neighborhood generator gets sabotaged, Sharif tries to recruit Omar to help, who's preoccupied with Anna. But then Omar comes up with an idea.",7.5,26,21,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon",Mohamed Hossameldin
Zero,2021,"Sharif comes up with a plan to use Omar's power to help raise the funds needed to fix the neighborhood generator, but Anna's appearance throws Omar off.",7.6,23,23,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon",Paola Randi
Zero,2021,,7.7,23,24,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon",Margherita Ferri
Zero,2021,,7.8,20,21,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon",Margherita Ferri
Zero,2021,,8.0,20,24,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon",Ivan Silvestrini
Zero,2021,,7.7,20,25,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon",Ivan Silvestrini
Zero,2021,,7.5,20,27,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon",Ivan Silvestrini
Zero Chill,2021,"Elina sees Kayla's friends and family as a distraction, but Kayla needs them now more than ever; Bear has second thoughts.",7.8,42,34,"Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",Tessa Hoffe
Zero Chill,2021,The pressure is on as Kayla works hard to prove that Mac is not the only one who can win; Bear burdens Mac with a secret before the big game.,7.6,38,28,"Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",Tessa Hoffe
Zero Chill,2021,Mac is off to a rocky start on his quest to impress his new team; a lonely Kayla makes a connection with a mysterious skater.,7.0,54,34,"Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",Angelo Abela
Zero Chill,2021,"Kayla learns unexpected things about Ava and Sky, while trying to unmask the mystery skater; Sky opens up to Mac about her past.",6.6,41,28,"Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",Angelo Abela
Zero Chill,2021,"Mac wants to bond with his teammates, but his arrogance keeps getting in the way; Kayla tracks down Jacob; Ava's mother prepares a special surprise.",6.9,38,31,"Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",Angelo Abela
Zero Chill,2021,"Kayla is determined to prove that she and Jacob are the perfect pair, Mac faces off with a former enemy, and Ava dons a disguise.",7.1,34,26,"Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",Angelo Abela
Zero Chill,2021,"Sky tries to warn Kayla that Jacob has doubts, but it's mistaken for jealousy, Ava makes a big decision, and Mac uncovers Kayla's plan to ruin his game.",7.4,41,30,"Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",Angelo Abela
Zero Chill,2021,"As Mac struggles to regain his confidence, Ava pushes her father to put her on the ice; Holly blames Kayla for putting Sky in danger.",7.2,38,27,"Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",Tessa Hoffe
Zero Chill,2021,"Elina makes Kayla an offer, Bear and Sam get an unexpected visitor, and Mac and Kayla both need Sky's support.",7.3,37,26,"Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",Tessa Hoffe
Zero Chill,2021,"Team morale is at an all-time low, and Mac's suffering is at an all-time high. Ava makes a confession and Kayla begins her training with Elina.",7.2,37,29,"Grace Beedie, Dakota Taylor, Jeremias Amoore, Anastázie Chocholatá",Tessa Hoffe
¡A cantar!,2020,,6.7,6,39,Ricky Merino,Salva Romero
¡A cantar!,2020,,7.2,5,38,"Ricky Merino, Barbara Orti",Salva Romero
¡A cantar!,2020,,6.5,6,40,Ricky Merino,Salva Romero
¡A cantar!,2020,,7.3,6,38,"Ricky Merino, Barbara Orti",Salva Romero
¡A cantar!,2020,,7.2,5,39,Ricky Merino,Salva Romero
¡A cantar!,2020,,6.9,7,40,"Ricky Merino, Barbara Orti",Salva Romero
¡A cantar!,2020,,7.3,7,42,Ricky Merino,Salva Romero
¡A cantar!,2020,,6.7,7,39,"Ricky Merino, Gianni Calchetti, Maysa Monção",Salva Romero
¿Quién Mató a Sara?,2021,Another suspect in Sara's death comes into play. Chema shares a surprise with his family at a dinner party but a secret exposed steals the spotlight.,8.1,248,37,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones",Bernardo De la Rosa Villarreal
¿Quién Mató a Sara?,2021,Alex makes his first move on the Lazcano family at Rodolfo's CEO appointment ceremony. Someone identifying as Diana the Huntress offers to help.,7.0,356,39,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones",David Ruiz
¿Quién Mató a Sara?,2021,Cesar refuses to tell Elisa what happened to Sara 18 years ago so she turns to Alex for answers. Chema and Lorenzo start looking for surrogates.,7.3,279,40,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones",David Ruiz
¿Quién Mató a Sara?,2021,Mariana receives a chilling reminder of the crime in the mail. A flashback reveals Sara knew Chema's secret. Elisa breaks into Alex's house.,7.4,256,39,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones",David Ruiz
¿Quién Mató a Sara?,2021,Rodolfo pays a visit to Alex and learns a shocking detail about Sara's death. Elisa wants Alex to trust her but first she must pass a test.,7.4,241,41,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones",David Ruiz
¿Quién Mató a Sara?,2021,The burden of having to keep all the Lazcano secrets starts taking a toll on Elroy. Elisa and Alex attend a masquerade party at the casino.,7.3,242,40,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones",Bernardo De la Rosa Villarreal
¿Quién Mató a Sara?,2021,"After Cesar's darker side is brutally exposed at the masquerade, the Lazcano siblings' loyalty begins to shift. Elroy's troubled past is disclosed.",7.5,228,35,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones",Bernardo De la Rosa Villarreal
¿Quién Mató a Sara?,2021,Alex and the Lazcano siblings go to the family estate. Cesar's casino empire starts to crumble as the events of the masquerade go public.,7.3,221,38,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones",Bernardo De la Rosa Villarreal
¿Quién Mató a Sara?,2021,Alex and Rodolfo delve into the past to discover the identity of Diana the Huntress. Elisa helps Bruno figure out what happened to Emara.,7.5,213,40,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones","David Ruiz, Bernardo De la Rosa Villarreal"
¿Quién Mató a Sara?,2021,"Flashbacks unravel that fateful day in 2001. Although Sara's diary seems to hold the key to her murder, a secret hidden in a wall tells another story.",7.7,242,45,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones","David Ruiz, Bernardo De la Rosa Villarreal"
¿Quién Mató a Sara?,2021,"The corpse found in the backyard threatens to put Alex back in jail. To prove his innocence, he looks for answers with a psychiatrist who treated Sara.",6.7,182,42,"Manolo Cardona, Ginés García Millán, Eugenio Siller, Carolina Miranda",
Élite,2018,"Carla is interrogated when a student is killed at a party. In the past, she faces Polo in court, Ander has a health worry, and Nadia meets a new suitor.",7.9,1048,48,"Itzan Escamilla, Miguel Bernardeau, Álvaro Rico, Arón Piper",Jorge Torregrossa
Élite,2018,The events that transpired the night of the murder unfold. The police interview several eyewitnesses who are ready to point fingers.,9.1,1603,51,"Itzan Escamilla, Miguel Bernardeau, Álvaro Rico, Arón Piper",Dani de la Orden
Élite,2018,Guzmán attempts to make amends. Nadia threatens payback when she and Lu go after the same scholarship. Ander comes clean to his loved ones.,8.0,973,49,"Itzan Escamilla, Miguel Bernardeau, Álvaro Rico, Arón Piper",Jorge Torregrossa
Élite,2018,Polo is harassed at school. Samuel mulls the police's offer as he and Rebeca become closer. Ander struggles with his treatment.,8.0,940,47,"Itzan Escamilla, Miguel Bernardeau, Álvaro Rico, Arón Piper",Dani de la Orden
Élite,2018,Guzmán confronts Nadia's father. New romances transpire when Lu throws a creative Valentine's Day party. Rebeca struggles with a moneymaking decision.,8.2,974,52,"Itzan Escamilla, Miguel Bernardeau, Álvaro Rico, Arón Piper",Dani de la Orden
Élite,2018,Rebeca tries to identify the traitor. A blackout party at the club leads to multiple shocking revelations.,8.5,996,51,"Itzan Escamilla, Miguel Bernardeau, Álvaro Rico, Arón Piper",Jorge Torregrossa
Élite,2018,The Columbia scholarship winner is announced. Nadia makes a momentous decision. Samuel's concern about Carla causes issues between him and Valerio.,8.2,943,50,"Itzan Escamilla, Miguel Bernardeau, Álvaro Rico, Arón Piper",Jorge Torregrossa
